가격,건축년도,주소,등록일,아파트,전용면적,층
51000,2019, 간석동 616-6,2024-07-06,간석한신더휴,84.7915,14
31300,1990, 간석동 893-1,2024-07-07,우성,84.97,13
44500,2005, 간석동 938-1,2024-07-07,어울림마을,84.96,3
4050,1996, 간석동 313-3,2024-07-08,형진프라자,27.81,8
48000,2005, 간석동 938-1,2024-07-10,어울림마을,100.86,24
22000,2014, 간석동 940,2024-07-10,인천간석휴먼시아1단지,39.17,18
24000,2000, 만수동 1114,2024-07-01,벽산,59.805,20
38000,1992, 만수동 1037,2024-07-01,현대,125.88,15
24000,2000, 만수동 1114,2024-07-01,벽산,59.805,20
13800,1990, 만수동 966,2024-07-02,삼환2단지,43.55,5
32000,2000, 만수동 1114,2024-07-03,벽산,84.93,12
18800,1992, 만수동 1014,2024-07-03,남동아파트,51.72,6
12000,1992, 만수동 1044,2024-07-04,만수뉴서울아파트,34.65,10
12300,1987, 만수동 5-326,2024-07-04,대동(5-328),39.96,2
12300,1987, 만수동 5-326,2024-07-04,대동(5-328),39.96,2
12300,1987, 만수동 5-326,2024-07-05,대동(5-328),39.33,2
11600,1989, 만수동 1005,2024-07-05,주공8단지,38.64,6
23000,1997, 만수동 1113,2024-07-05,주공11단지,59.99,19
32500,2000, 만수동 1114,2024-07-06,벽산,84.93,16
37000,2020, 만수동 1123,2024-07-06,하우스토리만수,59.9526,14
27800,2000, 만수동 1114,2024-07-08,벽산,84.93,5
28000,1986, 만수동 46,2024-07-08,만수주공3단지,53.85,1
16000,1997, 만수동 1113,2024-07-08,주공11단지,49.65,12
9950,1992, 만수동 1044,2024-07-09,만수뉴서울아파트,34.65,10
9000,1983, 만수동 5-287,2024-07-09,한국공영,45.24,2
10400,1992, 만수동 1044,2024-07-09,만수뉴서울아파트,34.65,8
27500,1992, 만수동 1018,2024-07-11,대동,84.55,3
24500,2000, 만수동 1114,2024-07-11,벽산,59.805,12
26500,1997, 서창동 538,2024-07-01,태평2차,84.6,4
49800,2017, 서창동 685,2024-07-01,이편한세상서창,84.95,23
25000,2008, 서창동 540,2024-07-02,서해그랑블,59.9699,2
45000,2018, 서창동 682,2024-07-02,서창센트럴푸르지오,84.98,22
21800,1997, 서창동 538,2024-07-04,태평2차,59.96,10
39000,2014, 서창동 695,2024-07-04,에코에비뉴,84.99,15
29800,2002, 서창동 545,2024-07-05,현대모닝사이드,84.9767,3
41000,2014, 서창동 692,2024-07-05,서창센트라스아파트,84.92,2
24000,1997, 서창동 538,2024-07-06,태평2차,72.4,10
38500,2014, 서창동 695,2024-07-06,에코에비뉴,74.95,22
23500,1997, 서창동 538,2024-07-08,태평2차,59.96,10
23750,2017, 서창동 676,2024-07-08,더포레스트,59.93,13
40000,2008, 서창동 540,2024-07-08,서해그랑블,106.5749,5
26000,1998, 남촌동 320-2,2024-07-05,남촌풍림1차,84.835,6
32800,2000, 논현동 577,2024-07-01,풍림,85.0,20
28500,2006, 논현동 600-9,2024-07-01,주공13단지(푸르내마을),59.57,11
36400,2006, 논현동 602-1,2024-07-01,논현단풍마을트리플에듀,84.79,5
28500,2006, 논현동 600-9,2024-07-01,주공13단지(푸르내마을),59.57,11
23100,1998, 논현동 564-1,2024-07-02,주공1단지,59.13,6
51000,2010, 논현동 756-1,2024-07-02,에코메트로6,84.992,28
58200,2008, 논현동 601-1,2024-07-02,별빛마을웰카운티(10단지),153.08,15
48500,2007, 논현동 618-1,2024-07-02,논현신일해피트리,101.872,3
23100,1998, 논현동 564-1,2024-07-02,주공1단지,59.13,6
35000,2018, 논현동 764-4,2024-07-03,논현유승한내들,56.8743,25
28500,2006, 논현동 600-9,2024-07-04,주공13단지(푸르내마을),59.57,15
61500,2007, 논현동 604-1,2024-07-04,냇마을신영지웰(9단지),131.8954,2
56800,2010, 논현동 757-1,2024-07-04,에코메트로7,84.986,13
61500,2007, 논현동 604-1,2024-07-04,냇마을신영지웰(9단지),131.8954,2
56800,2010, 논현동 755-1,2024-07-05,에코메트로5,84.947,29
52500,2010, 논현동 756-1,2024-07-05,에코메트로6,84.992,19
27000,2006, 논현동 600-9,2024-07-06,주공13단지(푸르내마을),51.86,15
56700,2010, 논현동 756-1,2024-07-06,에코메트로6,84.986,14
56000,2010, 논현동 755-1,2024-07-06,에코메트로5,84.986,20
55000,2009, 논현동 774-1,2024-07-06,에코메트로11,101.991,9
51500,2009, 논현동 774-1,2024-07-06,에코메트로11,84.993,26
52000,2007, 논현동 618-1,2024-07-06,논현신일해피트리,101.872,8
51500,2009, 논현동 774-1,2024-07-06,에코메트로11,84.993,26
52000,2007, 논현동 618-1,2024-07-06,논현신일해피트리,101.872,8
50500,2009, 논현동 774-1,2024-07-07,에코메트로11,84.993,15
41200,2014, 논현동 749-1,2024-07-07,논현센트럴뷰,59.58,8
23500,1998, 논현동 564-1,2024-07-08,주공1단지,59.13,15
41500,2014, 논현동 749-1,2024-07-08,논현센트럴뷰,59.58,22
67900,2010, 논현동 732-1,2024-07-08,논현힐스테이트,132.6151,16
60000,2007, 논현동 604-1,2024-07-08,냇마을신영지웰(9단지),131.8954,23
20500,1998, 논현동 564-1,2024-07-12,주공1단지,59.13,7
28500,1990, 부평동 65-7,2024-07-01,욱일,84.16,3
52000,2020, 부평동 995,2024-07-01,부평역화성파크드림,75.8025,4
35000,2018, 부평동 738-45,2024-07-01,에코파인,69.88,2
50800,2014, 부평동 947,2024-07-01,래미안부평,59.923,13
25000,1989, 부평동 64-20,2024-07-02,대림1차,50.155,14
35300,1989, 부평동 64-20,2024-07-03,대림1차,84.998,12
49000,2023, 부평동 1002,2024-07-05,인천부평우미린더센트럴,59.8335,28
40800,2023, 부평동 982,2024-07-07,중앙하이츠프리미어부평,59.8979,8
45500,2005, 부평동 534-96,2024-07-08,두산위브,84.84,3
16500,2012, 부평동 119-7,2024-07-10,로뎀레뷰,49.9,10
39100,2008, 십정동 609,2024-07-02,부평금호어울림,84.79,11
24400,2000, 십정동 607,2024-07-03,동암신동아,59.8,5
33000,2005, 십정동 608-4,2024-07-03,십정뜨란채1단지,84.46,8
54700,2022, 십정동 630,2024-07-05,더샵부평센트럴시티,69.3321,17
53300,2022, 십정동 630,2024-07-05,더샵부평센트럴시티,69.3321,15
54700,2022, 십정동 630,2024-07-05,더샵부평센트럴시티,69.3321,17
54700,2022, 십정동 630,2024-07-05,더샵부평센트럴시티,69.3321,17
27300,2005, 십정동 608-4,2024-07-06,십정뜨란채1단지,59.93,3
41000,2014, 십정동 617,2024-07-06,브라운스톤백운,84.9324,7
27000,2005, 십정동 608-4,2024-07-06,십정뜨란채1단지,59.93,6
47500,2022, 십정동 630,2024-07-09,더샵부평센트럴시티,59.8032,28
